distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
0.378461538,68,29,4.6,0,10,28,6,29.98,608.8180127
0.655384615,68,29,4.6,0,10,49,6,29.99,553.5608136
0.932307692,68,29,4.6,0,10,52,7,30.02,543.1600498
1.009259259,60,29,11.3,0,9,83,11,30.04,396.1771798
0.731481481,60,29,11.3,1,8,93,9,30.05,347.7151754
0.453703704,60,29,11.3,1,9,96,6,30.08,332.0085761
0.175925926,60,29,11.3,1,10,70,0,30.1,445.8866471
0.101851852,60,29,11.3,1,10,59,14,30.05,522.780911
0.37962963,60,29,11.3,1,9,78,15,30.03,427.723361
0.657407407,60,29,11.3,1,6,93,17,30.08,359.8878075
0.935185185,60,29,11.3,1,8,93,15,30.13,356.4379975
1.013953488,55,29,9,1,9,93,8,30.16,342.2238993
0.734883721,55,29,9,3,7,93,0,30.15,333.4499333
0.455813953,55,29,9,4,4,90,6,30.19,353.0690859
0.176744186,55,29,9,4,3,87,3,30.2,362.8494775
0.102325581,55,29,9,3,7,78,17,30.17,426.5106668
0.381395349,55,29,9,3,10,78,15,30.14,423.1599575
0.660465116,55,29,9,3,10,93,15,30.16,352.3266554
0.939534884,55,29,9,2,10,90,14,30.18,363.5916617
1.0155521,58,29,10.4,2,10,96,14,30.18,340.9172961
0.735614308,58,29,10.4,1,10,100,9,30.19,319.5203028
0.455676516,58,29,10.4,3,10,96,5,30.22,329.1058829
0.175738725,58,29,10.4,4,2,93,0,30.22,336.9956416
0.104199067,58,29,10.4,1,10,72,20,30.17,464.7757358
0.384136858,58,29,10.4,1,10,65,15,30.14,492.9981637
0.66407465,58,29,10.4,1,10,90,17,30.14,370.8606424
0.944012442,58,29,10.4,1,10,93,10,30.14,347.2118073
1.018720749,56,30,8.3,1,10,96,8,30.1,331.3657481
0.737909516,56,30,8.3,1,10,100,7,30.06,315.9977524
0.457098284,56,30,8.3,1,7,100,9,30.08,318.6716835
0.176287051,56,30,8.3,3,7,83,3,30.07,381.7548914
0.104524181,56,30,8.3,3,8,78,5,29.99,409.0401514
0.385335413,56,30,8.3,2,10,70,9,29.94,456.1136676
0.666146646,56,30,8.3,2,10,90,11,29.94,360.1272258
0.946957878,56,30,8.3,2,10,93,9,29.96,344.4918379
1.021909233,59,16,8.6,3,10,83,3,29.93,375.0502063
0.740219092,59,16,8.6,3,10,90,5,29.87,346.2015849
0.458528951,59,16,8.6,3,7,86,0,29.85,358.1048378
0.176838811,59,16,8.6,4,7,84,0,29.9,367.2086712
0.10485133,59,16,8.6,4,9,68,17,29.87,471.3649766
0.386541471,59,16,8.6,4,7,84,8,29.88,377.3558568
0.668231612,59,16,8.6,4,10,75,0,29.94,410.1459048
0.949921753,59,16,8.6,3,10,70,23,29.93,470.027274
1.025117739,65,15,13,3,10,63,13,30,495.219922
0.742543171,65,15,13,4,10,84,15,30.03,393.7512738
0.459968603,65,15,13,4,6,90,6,30.09,354.2188099
0.177394035,65,15,13,4,9,87,6,30.13,367.0349717
0.105180534,65,15,13,3,10,61,18,30.1,512.2377969
0.387755102,65,15,13,4,10,57,15,30.08,526.3765055
0.67032967,65,15,13,3,10,59,21,30.08,525.3179991
0.952904239,65,15,13,3,10,78,11,30.06,416.8133196
1.029968454,63,16,12.8,3,10,75,9,30.03,427.9378064
0.746056782,63,16,12.8,4,10,84,7,29.99,380.7122291
0.46214511,63,16,12.8,4,4,90,14,29.97,364.3064464
0.178233438,63,16,12.8,4,3,87,15,29.99,379.4010979
0.105678233,63,16,12.8,4,4,90,15,29.93,365.9214903
0.389589905,63,16,12.8,4,3,87,15,29.88,379.3551824
0.673501577,63,16,12.8,4,9,87,14,29.9,377.0659252
0.957413249,63,16,12.8,4,10,93,9,29.93,343.8294533
0.938291139,62,23,8.1,4,10,90,9,29.93,356.466883
0.653481013,62,23,8.1,3,10,90,5,29.96,351.2399064
0.368670886,62,23,8.1,2,10,90,9,30.02,356.5508856
0.083860759,62,23,8.1,3,10,78,0,30.07,401.3387876
0.200949367,62,23,8.1,3,10,68,14,30.07,473.6204784
0.485759494,62,23,8.1,2,10,73,13,30.06,446.0863117
0.77056962,62,23,8.1,3,10,87,3,30.06,362.0348522
1.055379747,62,23,8.1,2,10,83,5,30.07,383.263485
0.941269841,58,20,10.6,2,10,86,0,30.06,359.8023023
0.655555556,58,20,10.6,3,10,90,3,30.02,345.6918196
0.36984127,58,20,10.6,3,10,83,5,29.99,380.0796954
0.084126984,58,20,10.6,3,10,78,7,29.96,407.7105889
0.201587302,58,20,10.6,3,10,72,20,29.86,458.7888628
0.487301587,58,20,10.6,4,3,90,21,29.75,373.0146462
0.773015873,58,20,10.6,3,10,87,13,29.85,372.6622056
1.058730159,58,20,10.6,2,10,86,11,29.94,374.2195908
0.944267516,55,29,13.3,3,10,80,9,29.98,405.8126618
0.657643312,55,29,13.3,3,10,83,5,30.01,385.3462952
0.371019108,55,29,13.3,2,10,80,11,30.06,408.9890652
0.084394904,55,29,13.3,3,10,69,13,30.13,468.8323784
0.202229299,55,29,13.3,3,10,55,18,30.12,543.969599
0.488853503,55,29,13.3,3,10,64,22,30.13,507.2628964
0.775477707,55,29,13.3,1,10,72,16,30.17,457.8707159
1.062101911,55,29,13.3,1,10,74,11,30.19,439.594533
0.947284345,53,30,3.8,0,10,74,6,30.22,426.6000728
0.659744409,53,30,3.8,0,10,83,0,30.22,374.4664628
0.372204473,53,30,3.8,2,10,89,3,30.23,351.0048448
0.084664537,53,30,3.8,3,10,67,3,30.27,457.765916
0.202875399,53,30,3.8,3,10,56,5,30.25,513.9569729
0.490415335,53,30,3.8,4,10,52,8,30.25,536.0742397
0.777955272,53,30,3.8,4,10,58,7,30.25,507.7958226
1.065495208,53,30,3.8,4,10,62,0,30.27,477.5255879
0.950320513,60,30,4.6,3,10,62,3,30.28,487.6384101
0.661858974,60,30,4.6,2,10,72,0,30.29,433.0149508
0.373397436,60,30,4.6,1,10,80,5,30.33,399.9394079
0.084935897,60,30,4.6,0,10,62,8,30.35,495.8599393
0.203525641,60,30,4.6,1,10,54,0,30.3,519.9137478
0.491987179,60,30,4.6,0,10,63,14,30.26,500.1205607
0.780448718,60,30,4.6,0,10,78,7,30.26,412.7606353
1.068910256,60,30,4.6,0,10,93,5,30.26,340.747288
0.953376206,62,30,5.2,0,10,86,0,30.24,366.6824632
0.663987138,62,30,5.2,0,10,90,0,30.24,349.3171118
0.374598071,62,30,5.2,1,9,96,0,30.22,325.8497671
0.085209003,62,30,5.2,0,9,84,3,30.22,379.707043
0.204180064,62,30,5.2,0,10,75,0,30.16,419.7012422
0.493569132,62,30,5.2,1,10,55,11,30.11,534.8822127
0.782958199,62,30,5.2,1,10,87,15,30.12,382.531951
1.072347267,62,30,5.2,0,10,87,7,30.11,370.7589412
0.956521739,58,27,10.2,1,10,90,10,30.11,358.5396497
0.666666667,58,27,10.2,1,10,90,9,30.08,357.1872185
0.376811594,58,27,10.2,3,10,93,0,30.06,334.0263701
0.086956522,58,27,10.2,4,10,81,7,30.06,396.9384267
0.202898551,58,27,10.2,4,10,84,9,29.98,385.0920094
0.492753623,58,27,10.2,4,6,93,10,29.93,346.1509353
0.782608696,58,27,10.2,4,5,93,16,29.91,355.2287878
1.072463768,58,27,10.2,3,10,86,15,29.88,384.4773655
0.959612278,57,28,19.3,3,10,83,23,29.87,417.2035982
0.668820679,57,28,19.3,3,10,83,24,29.85,418.8983262
0.378029079,57,28,19.3,2,10,83,21,29.86,414.0787373
0.08723748,57,28,19.3,2,10,75,14,29.88,443.1699549
0.20355412,57,28,19.3,2,10,70,20,29.87,477.9059195
0.494345719,57,28,19.3,3,10,78,15,29.87,429.3208888
0.785137318,57,28,19.3,2,10,83,15,29.91,404.3473991
1.075928918,57,28,19.3,2,10,83,25,29.96,420.4571805
0.962722853,55,28,8.5,1,10,86,11,29.98,376.380731
0.670988655,55,28,8.5,1,10,90,5,30.02,350.1196753
0.379254457,55,28,8.5,3,10,90,9,30.07,355.4035822
0.087520259,55,28,8.5,3,10,72,9,30.09,443.8858278
0.204213938,55,28,8.5,3,10,65,14,30.06,487.7284828
0.495948136,55,28,8.5,3,10,70,9,30.07,454.1709213
0.787682334,55,28,8.5,3,10,78,9,30.09,412.7749928
1.079416532,55,28,8.5,3,10,83,9,30.13,387.7407544
0.965853659,57,28,10.2,3,10,90,9,30.16,357.1811871
0.673170732,57,28,10.2,4,10,96,7,30.17,330.0592131
0.380487805,57,28,10.2,3,10,86,7,30.21,372.7139483
0.087804878,57,28,10.2,3,10,75,10,30.27,432.085636
0.204878049,57,28,10.2,3,10,72,10,30.24,447.6650875
0.497560976,57,28,10.2,3,10,72,15,30.24,455.4612462
0.790243902,57,28,10.2,3,10,72,11,30.27,449.1007759
1.082926829,57,28,10.2,3,10,80,10,30.27,406.2203708
0.969004894,60,28,5.9,4,8,93,6,30.28,340.893275
0.675367047,60,28,5.9,4,10,96,8,30.27,331.5517928
0.381729201,60,28,5.9,4,9,87,0,30.3,359.6626494
0.088091354,60,28,5.9,4,9,87,5,30.32,365.6690101
0.205546493,60,28,5.9,3,9,84,3,30.26,376.9920977
0.499184339,60,28,5.9,3,9,87,16,30.21,381.618901
0.792822186,60,28,5.9,3,10,93,8,30.21,343.3047402
1.086460033,60,28,5.9,2,10,93,0,30.23,334.2404292
0.972176759,60,28,6,1,10,93,0,30.23,334.3215732
0.677577741,60,28,6,2,10,96,0,30.22,323.0172595
0.382978723,60,28,6,1,10,96,0,30.22,323.1102763
0.088379705,60,28,6,1,9,93,5,30.23,339.8242706
0.206219313,60,28,6,1,10,63,9,30.16,492.1058669
0.500818331,60,28,6,1,10,75,20,30.11,447.6514176
0.795417349,60,28,6,0,10,78,10,30.1,416.496606
1.090016367,60,28,6,0,10,87,8,30.1,369.5242613
0.973770492,66,10,6.5,0,10,90,3,30.1,347.270611
0.678688525,66,10,6.5,0,10,93,0,30.08,332.8152236
0.383606557,66,10,6.5,0,10,86,0,30.12,360.8411876
0.08852459,66,10,6.5,0,10,52,7,30.14,528.4053177
0.206557377,66,10,6.5,0,10,40,6,30.07,568.7972201
0.501639344,66,10,6.5,1,10,27,7,30.04,597.3077804
0.796721311,66,10,6.5,0,10,38,9,30.06,578.4423682
1.091803279,66,10,6.5,1,10,47,9,30.08,550.4170377
0.978583196,69,14,5,1,10,45,11,30.1,564.5869835
0.682042834,69,14,5,1,10,54,8,30.1,525.8338175
0.385502471,69,14,5,1,10,54,8,30.12,525.8954886
0.088962109,69,14,5,0,10,30,7,30.14,596.9505211
0.207578254,69,14,5,0,10,39,3,30.08,571.178808
0.504118616,69,14,5,1,10,27,0,30.05,590.9186989
0.800658979,69,14,5,1,10,38,0,30.07,568.8772209
1.097199341,69,14,5,0,10,48,3,30.07,541.7926721
0.983471074,63,5,2,0,10,75,0,30.08,404.990677
0.685950413,63,5,2,1,10,90,0,30.06,340.8293283
0.388429752,63,5,2,0,10,90,0,30.09,340.9532181
0.090909091,63,5,2,0,8,78,3,30.11,395.125859
0.20661157,63,5,2,1,8,73,8,30.06,425.1542489
0.504132231,63,5,2,1,6,50,0,30.04,515.7785968
0.801652893,63,5,2,1,10,68,3,30.06,441.722206
1.099173554,63,5,2,2,9,75,0,30.09,404.9449119
0.985099338,64,9,1.2,1,8,83,0,30.1,370.4449924
0.687086093,64,9,1.2,0,7,87,0,30.11,353.6086591
0.389072848,64,9,1.2,1,6,90,3,30.13,344.6854996
0.091059603,64,9,1.2,1,6,78,3,30.15,397.0703368
0.206953642,64,9,1.2,1,7,70,3,30.11,435.1641101
0.504966887,64,9,1.2,2,10,49,0,30.08,523.92076
0.802980132,64,9,1.2,1,10,70,0,30.09,430.8259757
1.100993377,64,9,1.2,1,10,78,0,30.11,392.9408609
0.988372093,57,29,9.3,1,10,81,0,30.11,387.6056258
0.689368771,57,29,9.3,0,10,86,6,30.12,371.6530066
0.390365449,57,29,9.3,1,10,93,7,30.14,342.2389351
0.091362126,57,29,9.3,0,9,81,0,30.17,387.8792468
0.207641196,57,29,9.3,1,9,75,18,30.12,444.9291878
0.506644518,57,29,9.3,1,9,83,16,30.09,401.0894605
0.805647841,57,29,9.3,1,6,96,13,30.1,338.7871982
1.104651163,57,29,9.3,1,7,93,11,30.12,347.6907563
0.991666667,54,27,5.7,2,7,93,6,30.13,336.7597601
0.691666667,54,27,5.7,4,8,86,5,30.14,365.7347321
0.391666667,54,27,5.7,4,6,86,7,30.14,368.6561702
0.091666667,54,27,5.7,4,8,86,5,30.16,365.8695171
0.208333333,54,27,5.7,4,9,83,9,30.14,385.4812854
0.508333333,54,27,5.7,3,10,80,9,30.11,400.1322374
0.808333333,54,27,5.7,3,10,90,10,30.14,354.4287001
1.108333333,54,27,5.7,4,10,86,8,30.16,369.5905793
0.994991653,57,27,6.6,4,10,90,7,30.15,352.2849441
0.694490818,57,27,6.6,3,10,90,3,30.16,347.3927777
0.393989983,57,27,6.6,4,9,90,5,30.21,349.9039212
0.093489149,57,27,6.6,4,8,87,5,30.25,363.3346172
0.207011686,57,27,6.6,3,10,78,11,30.22,415.6703009
0.507512521,57,27,6.6,2,10,72,14,30.2,451.356042
0.808013356,57,27,6.6,0,10,78,10,30.21,414.051847
1.10851419,57,27,6.6,0,10,69,3,30.21,449.635989
0.998324958,55,28,6.6,0,10,83,3,30.2,378.7064228
0.69681742,55,28,6.6,0,10,83,0,30.16,375.0788508
0.395309883,55,28,6.6,1,10,80,3,30.16,393.3439688
0.093802345,55,28,6.6,1,10,60,5,30.15,497.3339006
0.207705193,55,28,6.6,1,10,37,0,30.11,577.2244096
0.50921273,55,28,6.6,1,10,60,11,30.08,506.7737532
0.810720268,55,28,6.6,0,10,83,22,30.1,407.7054571
1.112227806,55,28,6.6,0,10,83,8,30.11,385.505997
1,54,28,6,2,10,77,0,30.09,403.1954028
0.697986577,54,28,6,0,10,83,5,30.08,380.5921038
0.395973154,54,28,6,2,10,83,0,30.12,374.2852519
0.093959732,54,28,6,2,10,72,3,30.15,432.8390635
0.208053691,54,28,6,2,10,70,3,30.1,443.0326107
0.510067114,54,28,6,3,10,67,14,30.07,475.3816585
0.812080537,54,28,6,4,9,96,20,30.08,346.2150872
1.11409396,54,28,6,1,8,100,0,30.09,306.4171545
1.003367003,56,17,4,0,10,93,5,30.07,331.0680054
0.7003367,56,17,4,0,9,89,6,30.04,348.7623574
0.397306397,56,17,4,1,9,96,5,30.04,319.8928236
0.094276094,56,17,4,1,8,72,7,30.06,431.9427492
0.208754209,56,17,4,1,10,56,0,30.01,499.2828175
0.511784512,56,17,4,1,10,50,0,29.99,524.8933988
0.814814815,56,17,4,1,10,78,0,30.01,391.9789863
1.117845118,56,17,4,0,10,77,0,30.05,396.8218287
1.006745363,54,15,2.7,1,10,86,0,30.05,352.6216855
0.703204047,54,15,2.7,0,9,89,5,30.05,345.524936
0.399662732,54,15,2.7,2,5,89,3,30.06,343.6890605
0.096121417,54,15,2.7,3,3,83,6,30.07,374.2045248
0.207419899,54,15,2.7,3,4,80,5,30.03,386.7726407
0.510961214,54,15,2.7,3,7,62,3,30,472.2086034
0.81450253,54,15,2.7,3,10,67,0,30.01,443.2275939
1.118043845,54,15,2.7,3,10,78,0,30,389.2613646
1.008445946,55,36,3.3,3,9,77,0,30.01,408.5714213
0.704391892,55,36,3.3,3,10,83,0,30.03,380.1327098
0.400337838,55,36,3.3,3,8,83,0,30.04,380.2853861
0.096283784,55,36,3.3,4,7,87,7,30.05,370.9201481
0.20777027,55,36,3.3,4,7,75,0,30.01,418.6097834
0.511824324,55,36,3.3,4,6,81,6,29.98,397.4967477
0.815878378,55,36,3.3,3,10,75,0,29.96,418.3553401
1.119932432,55,36,3.3,3,10,83,7,29.96,388.9481238
1.011864407,55,34,2.1,3,10,80,3,29.94,395.9231845
0.706779661,55,34,2.1,3,10,83,6,29.89,385.6393895
0.401694915,55,34,2.1,4,9,83,0,29.85,378.227834
0.096610169,55,34,2.1,4,9,78,0,29.88,401.9655686
0.208474576,55,34,2.1,4,4,90,0,29.88,348.3457852
0.513559322,55,34,2.1,4,6,86,0,29.89,364.9261063
0.818644068,55,34,2.1,3,9,90,0,29.92,347.4798733
1.123728814,55,34,2.1,4,8,90,0,29.95,347.5322402
1.015280136,56,29,7.2,3,9,93,0,29.98,333.033978
0.709677419,56,29,7.2,4,9,93,9,30,343.4398496
0.404074703,56,29,7.2,4,8,90,6,30.05,352.2926872
0.098471986,56,29,7.2,2,8,87,7,30.1,367.0091871
0.20713073,56,29,7.2,4,9,80,11,30.09,406.5802051
0.512733447,56,29,7.2,3,10,78,11,30.11,416.6128749
0.818336163,56,29,7.2,4,10,80,10,30.15,404.8882884
1.123938879,56,29,7.2,4,10,83,8,30.2,387.0270049
1.017006803,53,24,3.9,4,10,86,5,30.22,362.5109108
0.710884354,53,24,3.9,4,10,83,3,30.22,373.9488073
0.404761905,53,24,3.9,4,10,86,3,30.25,360.1619494
0.098639456,53,24,3.9,4,10,83,3,30.3,374.0865475
0.207482993,53,24,3.9,4,10,83,5,30.24,376.6529433
0.513605442,53,24,3.9,4,7,78,3,30.2,398.3502269
0.819727891,53,24,3.9,2,10,90,8,30.22,348.7281515
1.12585034,53,24,3.9,2,8,96,0,30.22,316.4712555
1.020477816,57,12,2.8,2,8,93,0,30.19,325.4636234
0.71331058,57,12,2.8,4,4,96,5,30.17,320.3305482
0.406143345,57,12,2.8,2,4,96,0,30.16,315.7360589
0.098976109,57,12,2.8,3,7,80,8,30.19,391.104959
0.208191126,57,12,2.8,2,10,75,0,30.12,404.3529519
0.515358362,57,12,2.8,1,10,54,0,30.1,503.6910618
0.822525597,57,12,2.8,0,10,70,0,30.11,428.6375946
1.129692833,57,12,2.8,0,10,72,3,30.15,422.902382
1.023931624,55,7,2.3,0,10,80,0,30.17,377.6566978
0.716239316,55,7,2.3,0,8,90,3,30.15,338.7285218
0.408547009,55,7,2.3,2,4,93,3,30.14,328.1388025
0.100854701,55,7,2.3,2,6,83,5,30.16,370.5038382
0.206837607,55,7,2.3,2,8,75,6,30.12,408.6619118
0.514529915,55,7,2.3,2,6,75,0,30.09,400.9319678
0.822222222,55,7,2.3,1,10,67,0,30.11,438.5506665
1.12991453,55,7,2.3,0,9,83,3,30.13,367.711992
1.025684932,53,28,6.9,0,6,93,0,30.13,331.2634094
0.717465753,53,28,6.9,2,4,100,6,30.13,312.6118212
0.409246575,53,28,6.9,4,0.25,100,3,30.14,311.2305223
0.101027397,53,28,6.9,4,3,96,7,30.18,328.1319676
0.207191781,53,28,6.9,4,4,86,9,30.14,372.4226952
0.515410959,53,28,6.9,4,6,80,11,30.13,403.9995133
0.823630137,53,28,6.9,3,10,80,9,30.12,400.6957983
1.131849315,53,28,6.9,4,10,80,9,30.15,400.6395006
1.027444254,56,28,6.9,4,10,83,9,30.16,387.6562451
0.718696398,56,28,6.9,4,10,86,11,30.17,376.3192659
0.409948542,56,28,6.9,4,7,96,8,30.18,329.7518956
0.101200686,56,28,6.9,3,9,81,9,30.2,397.7239112
0.20754717,56,28,6.9,1,10,75,5,30.14,422.1648856
0.516295026,56,28,6.9,2,10,70,10,30.15,455.6043305
0.825042882,56,28,6.9,1,10,86,5,30.16,367.8815882
1.133790738,56,28,6.9,0,10,90,0,30.19,344.4064067
1.030927835,53,33,3.7,0,8,90,5,30.17,351.5748167
0.721649485,53,33,3.7,4,5,93,0,30.18,334.6533299
0.412371134,53,33,3.7,4,0,100,0,30.2,312.3129725
0.103092784,53,33,3.7,4,1.5,100,3,30.2,314.1216387
0.206185567,53,33,3.7,3,5,80,5,30.12,397.7588366
0.515463918,53,33,3.7,4,6,69,3,30.1,449.5550978
0.824742268,53,33,3.7,3,9,86,6,30.09,370.3010424
1.134020619,53,33,3.7,3,9,83,7,30.08,385.5593176
1.032702238,54,6,7.4,2,10,77,11,30.06,407.0411401
0.722891566,54,6,7.4,2,10,80,13,30.05,395.867114
0.413080895,54,6,7.4,4,5,80,13,30.06,396.2465258
0.103270224,54,6,7.4,4,5,77,7,30.07,401.8486185
0.206540448,54,6,7.4,0,7,64,6,30.03,462.6871789
0.516351119,54,6,7.4,0,8,67,0,30,439.7800915
0.82616179,54,6,7.4,0,8,83,5,30.02,371.2306367
1.135972461,54,6,7.4,0,9,77,0,30.08,392.3890286
1.036206897,54,15,3.5,0,10,83,5,30.11,372.2515974
0.725862069,54,15,3.5,0,10,89,5,30.14,345.6678721
0.415517241,54,15,3.5,1,6,86,6,30.17,360.2504642
0.105172414,54,15,3.5,1,6,72,6,30.23,427.722309
0.205172414,54,15,3.5,1,9,56,0,30.18,495.9573354
0.515517241,54,15,3.5,3,10,46,0,30.16,536.681291
0.825862069,54,15,3.5,2,10,55,0,30.19,500.2441086
1.136206897,54,15,3.5,1,10,71,5,30.23,430.9082821
1.036206897,51,3,3.6,1,10,68,0,30.22,429.6679935
0.725862069,51,3,3.6,0,10,74,0,30.21,402.2315214
0.415517241,51,3,3.6,1,10,86,0,30.24,350.3692372
0.105172414,51,3,3.6,1,8,77,7,30.26,397.4717332
0.205172414,51,3,3.6,1,7,62,0,30.21,457.1789009
0.515517241,51,3,3.6,1,8,72,3,30.18,415.2266047
0.825862069,51,3,3.6,1,9,77,3,30.17,392.1802228
1.136206897,51,3,3.6,1,10,80,0,30.18,375.3282566
1.037996546,50,27,6.6,2,8,86,6,30.17,365.3858215
0.727115717,50,27,6.6,2,5,89,6,30.16,352.4909266
0.416234888,50,27,6.6,2,4,96,6,30.13,324.8180842
0.105354059,50,27,6.6,4,2.5,86,0,30.15,359.3375882
0.20552677,50,27,6.6,4,6,80,11,30.1,401.5565819
0.516407599,50,27,6.6,4,10,74,10,30.08,430.0729225
0.827288428,50,27,6.6,4,10,80,8,30.06,396.7434548
1.138169257,50,27,6.6,4,10,80,6,30.07,393.8150042
1.041522491,50,33,4.9,4,10,80,6,30.06,397.5014902
0.730103806,50,33,4.9,3,10,86,9,30.07,373.3647397
0.418685121,50,33,4.9,3,9,86,3,30.05,365.6608671
0.107266436,50,33,4.9,3,9,77,8,30.1,415.3792595
0.204152249,50,33,4.9,1,10,77,9,30.07,416.8332816
0.515570934,50,33,4.9,2,10,71,0,30.07,433.7531196
0.826989619,50,33,4.9,1,10,74,0,30.08,418.8516789
1.138408304,50,33,4.9,0,10,86,3,30.09,365.5554479
1.043327556,49,6,6.4,0,10,89,3,30.11,341.2618066
0.731369151,49,6,6.4,1,10,93,3,30.16,326.2825437
0.419410745,49,6,6.4,1,10,57,7,30.23,491.9952442
0.10745234,49,6,6.4,1,10,49,6,30.27,523.3472755
0.204506066,49,6,6.4,1,10,55,7,30.23,500.6604048
0.516464471,49,6,6.4,1,10,67,11,30.26,451.7362321
0.828422877,49,6,6.4,0,10,69,6,30.31,434.9459232
1.140381282,49,6,6.4,0,10,80,0,30.35,375.9182568
1.046875,51,12,4,0,9,89,6,30.36,344.979174
0.734375,51,12,4,0,9,86,6,30.35,357.8051933
0.421875,51,12,4,0,6,80,10,30.36,391.0400322
0.109375,51,12,4,0,5,74,3,30.4,410.3830448
0.203125,51,12,4,0,8,51,3,30.32,517.4385641
0.515625,51,12,4,1,9,78,6,30.26,394.7085945
0.828125,51,12,4,0,10,69,3,30.25,434.4698516
1.140625,51,12,4,1,10,74,3,30.27,409.8644202
1.046875,50,29,4.9,0,10,80,0,30.22,386.7089721
0.734375,50,29,4.9,1,10,83,0,30.18,372.6134258
0.421875,50,29,4.9,1,10,83,9,30.18,384.4161176
0.109375,50,29,4.9,3,8,72,0,30.18,426.2172553
0.203125,50,29,4.9,3,9,67,5,30.1,458.6741398
0.515625,50,29,4.9,3,6,78,0,30.04,396.6364354
0.828125,50,29,4.9,1,10,75,13,29.99,430.0936385
1.140625,50,29,4.9,2,9,90,11,30,355.2507957
1.050434783,53,27,9.4,4,8,90,8,29.97,352.7283455
0.737391304,53,27,9.4,4,10,86,0,29.94,360.6448672
0.424347826,53,27,9.4,2,6,89,3,29.95,351.1212445
0.111304348,53,27,9.4,1,4,80,0,29.97,389.4293546
0.20173913,53,27,9.4,3,9,67,8,29.9,466.5558403
0.514782609,53,27,9.4,4,9,83,14,29.88,394.1254779
0.827826087,53,27,9.4,4,10,80,29,29.86,433.2055372
1.140869565,53,27,9.4,4,10,90,7,29.85,351.2878879
1.050434783,49,29,15.9,3,10,72,22,29.84,464.0314609
0.737391304,49,29,15.9,4,9,69,22,29.85,479.0678874
0.424347826,49,29,15.9,2,10,66,14,29.89,482.3645393
0.111304348,49,29,15.9,2,10,57,15,29.92,526.9187302
0.20173913,49,29,15.9,3,10,51,20,29.87,558.5926295
0.514782609,49,29,15.9,2,10,61,16,29.85,509.7226947
0.827826087,49,29,15.9,2,10,66,20,29.89,491.0994605
1.140869565,49,29,15.9,3,10,63,10,29.92,490.8986939
1.054006969,45,16,7.8,2,10,68,8,29.91,447.2910509
0.740418118,45,16,7.8,2,10,76,6,29.93,404.958836
0.426829268,45,16,7.8,3,10,83,7,29.95,373.1579688
0.113240418,45,16,7.8,4,10,74,13,29.95,425.2240256
0.200348432,45,16,7.8,4,10,80,6,29.89,385.8652782
0.513937282,45,16,7.8,4,4,86,0,29.83,352.2668444
0.827526132,45,16,7.8,4,9,93,8,29.79,332.1603039
1.141114983,45,16,7.8,3,10,89,10,29.77,350.6724648
1.054006969,46,21,8.9,3,10,93,8,29.75,334.3583507
0.740418118,46,21,8.9,3,10,83,7,29.75,376.3634359
0.426829268,46,21,8.9,4,9,80,8,29.76,392.1827562
0.113240418,46,21,8.9,3,9,77,9,29.81,408.4259703
0.200348432,46,21,8.9,2,10,66,16,29.79,474.3113992
0.513937282,46,21,8.9,3,10,61,15,29.79,497.0908494
0.827526132,46,21,8.9,3,10,93,8,29.82,334.400922
1.141114983,46,21,8.9,2,10,89,5,29.87,346.9095042
1.057591623,43,5,9.3,3,10,76,3,29.89,396.1139274
0.743455497,43,5,9.3,3,10,93,3,29.9,327.0476763
0.429319372,43,5,9.3,4,4,93,9,29.93,334.3329115
0.115183246,43,5,9.3,3,10,86,10,29.99,361.6794327
0.19895288,43,5,9.3,3,10,74,7,29.97,410.5639387
0.513089005,43,5,9.3,3,10,83,20,29.99,388.8445441
0.827225131,43,5,9.3,3,10,83,16,30.02,382.6730978
1.141361257,43,5,9.3,2,10,83,6,30.03,368.9515279
1.057591623,43,29,8.4,1,10,63,10,30.04,482.3870278
0.743455497,43,29,8.4,1,10,58,9,30.05,504.3918606
0.429319372,43,29,8.4,1,10,73,0,30.05,418.9132271
0.115183246,43,29,8.4,0,10,60,3,30.04,486.066202
0.19895288,43,29,8.4,1,10,44,5,29.96,554.3198865
0.513089005,43,29,8.4,1,10,59,14,29.91,507.2336893
0.827225131,43,29,8.4,0,10,71,10,29.91,443.0668789
1.141361257,43,29,8.4,0,10,68,14,29.92,463.9328555
1.059336824,47,20,8.7,0,10,63,7,29.92,475.1961247
0.745200698,47,20,8.7,0,10,65,6,29.97,463.8753865
0.431064572,47,20,8.7,1,10,77,7,30.05,405.2238979
0.116928447,47,20,8.7,2,10,80,6,30.12,389.1535826
0.197207679,47,20,8.7,3,10,74,8,30.13,421.726033
0.511343805,47,20,8.7,4,10,69,11,30.14,451.4891536
0.82547993,47,20,8.7,3,10,74,9,30.17,423.081831
1.139616056,47,20,8.7,3,10,80,14,30.22,400.7600233
1.059336824,49,26,9.2,3,10,80,14,30.23,405.8085051
0.745200698,49,26,9.2,4,10,86,11,30.23,372.4208977
0.431064572,49,26,9.2,4,10,96,0,30.27,318.1484614
0.116928447,49,26,9.2,3,9,80,8,30.32,396.9311175
0.197207679,49,26,9.2,2,10,59,14,30.3,511.4803625
0.511343805,49,26,9.2,2,10,59,16,30.31,514.3059221
